index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
b6dd63bc3337cd0188d8a67e2b541ca5,2026-02-04T06:33:50Z,'Unwetterwarnung',www.tagesschau.de,de,0.1,"Winterwetter: Unwetterwarnung, Staus und Schulausfälle","Schnee und Glätte sorgen in Teilen Deutschlands für Einschränkungen, die Polizei meldet Unfälle. Für Niedersachsen gilt eine Unwetterwarnung. In Hessen sorgte neuer Schnee teils für Chaos auf den Autobahnen.",https://www.tagesschau.de/inland/regional/winter-wetter-verkehr-schulausfaelle-100.html,https://images.tagesschau.de/image/55d0205e-c896-4789-b2bf-b46bf287c5a6/AAABnCdbcnQ/AAABmyZE0EA/16x9-big/hessen-winter-wetter-verkehr-100.jpg?width=1280,http://web.archive.org/web/20260205042545/https://www.tagesschau.de/inland/regional/winter-wetter-verkehr-schulausfaelle-100.html,"Stand: 04.02.2026 07:33 Uhr
Schnee und Glätte sorgen in Teilen Deutschlands für Einschränkungen, die Polizei meldet Unfälle. Für Niedersachsen gilt eine Unwetterwarnung. In Hessen sorgte neuer Schne… [+1834 chars]",,"Winterwetter: Unwetterwarnung, Staus und Schulausfälle. Schnee und Glätte sorgen in Teilen Deutschlands für Einschränkungen, die Polizei meldet Unfälle. Für Niedersachsen gilt eine Unwetterwarnung. In Hessen sorgte neuer Schnee teils für Chaos auf den Autobahnen.","Winter weather: severe weather warnings, traffic jams and school cancellations. Snow and slippery conditions are causing restrictions in parts of Germany, and the police are reporting accidents. A severe weather warning applies to Lower Saxony. In Hesse, new snow caused chaos on the highways.","Tempestas hiemalis: graves tempestates admonitiones, negotiatio impedita et schola cancellations. Nives et lubricae condiciones restrictiones in partibus Germaniae causant et accidentia vigilum nuntiant. Monitio gravis tempestatis ad Saxoniam Inferiorem applicat. In Hassia nova nix chaos in viis effecit.",2026-02-05 21:02:10+00:00
9ed4d4c4e3f744239c7b5096fa5e25c5,2026-02-04T18:31:27Z,'Unwetterwarnung',www.zeit.de,de,0.1,Winter: Unwetterwarnung vor Glatteis,Hier finden Sie Informationen zu dem Thema „Winter“. Lesen Sie jetzt „Unwetterwarnung vor Glatteis“.,https://www.zeit.de/news/2026-02/04/unwetterwarnung-vor-glatteis,https://img.zeit.de/news/2026-02/04/unwetterwarnung-vor-glatteis-image-group/wide__1300x731,http://web.archive.org/web/20260204185520/https://www.zeit.de/news/2026-02/04/unwetterwarnung-vor-glatteis,"Für Teile Brandenburgs und Berlins hat der Deutsche Wetterdienst eine amtliche Unwetterwarnung vor Glatteis herausgegeben. Die Warnung, die auch über Warnapps wie Nina verbreitet wurde, gilt für Donn… [+469 chars]",,Winter: Unwetterwarnung vor Glatteis. Hier finden Sie Informationen zu dem Thema „Winter“. Lesen Sie jetzt „Unwetterwarnung vor Glatteis“.,Winter: Storm warning for black ice. Here you will find information on the topic of “Winter”. Read “Severe weather warning for black ice” now.,"Hiems: Tempestas monitus est glacies nigra. Hic informationes invenies in argumento ""Hiemalis"". Legere ""Tempestas gravis admonitio ad glaciem nigram"" nunc.",2026-02-05 21:02:10+00:00
4a76e528845e9fba2fe9ff726eaf2c82,2026-02-03T13:39:22Z,'Starkregen',www.zeit.de,de,0.9,Starkregen und Überschwemmungen: 50.000 Menschen nach Überschwemmung in Marokko in Sicherheit gebracht,Noch Tage sollen Starkregen und Überschwemmungen im Norden Marokkos anhalten. Mehr als 50.000 Menschen wurden bereits zu Verwandten und in Notunterkünfte gebracht.,https://www.zeit.de/wissen/2026-02/marokko-ueberschwemmungen-starkregen-evakuierung-sicherheit,https://img.zeit.de/gesellschaft/zeitgeschehen/2026-02/marokko-starkregen-ueberschwemmungen-evakuierungen-bild/wide__1300x731,http://web.archive.org/web/20260203171256/https://www.zeit.de/wissen/2026-02/marokko-ueberschwemmungen-starkregen-evakuierung-sicherheit,"In Marokko haben die Behörden mehr als 50.000 Menschen vor heftigen Regenfällen und Überschwemmungen in Sicherheit gebracht. Wie das 
Innenministerium mitteilte, betrifft die Evakuierung unter ander… [+1067 chars]",,Starkregen und Überschwemmungen: 50.000 Menschen nach Überschwemmung in Marokko in Sicherheit gebracht. Noch Tage sollen Starkregen und Überschwemmungen im Norden Marokkos anhalten. Mehr als 50.000 Menschen wurden bereits zu Verwandten und in Notunterkünfte gebracht.,"Heavy rain and floods: 50,000 people brought to safety after flooding in Morocco. Heavy rain and flooding in northern Morocco are expected to continue for days. More than 50,000 people have already been taken to relatives and emergency shelters.",Imbribus gravibus et inundationibus: 50.000 hominum post inundationem in Mauritania incolumes redactae sunt. Imbribus gravis et inundatio in Mauritania septentrionali exspectantur dies manere. Plus quam 50.000 homines iam ad propinquos et scenopegias sublati sunt.,2026-02-06 15:11:12+00:00
11b92cb2a792e9556d4f38ccaf92fc13,2026-02-04T11:41:22Z,'Starkregen',www.stern.de,de,0.9,"""Außergewöhnlicher"" Starkregen: Tausende Menschen in Spanien evakuiert","""Außergewöhnlicher"" Starkregen ist am Mittwoch über der Iberischen Halbinsel niedergegangen. Sowohl in Portugal als auch in Spanien galt wegen des Sturmtiefs ""Leonardo"" erhöhte Alarmbereitschaft, im Süden Spaniens wurden mehr als 3000 Menschen evakuiert. Zude…",https://www.stern.de/news/-aussergewoehnlicher--starkregen--tausende-menschen-in-spanien-evakuiert-37105572.html,https://image.stern.de/37105574/t/B6/v1/w1440/r1.7778/-/04--spanien-wird-seit-tagen-von-stuermen-gepeitscht---9f32042ae68b3e1f.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
""Außergewöhnlicher"" Starkregen ist am Mittwoch über der Iberischen Halbinsel niedergegangen. Sowohl in Portugal als auch in Spanien galt wegen de… [+918 chars]",,"""Außergewöhnlicher"" Starkregen: Tausende Menschen in Spanien evakuiert. ""Außergewöhnlicher"" Starkregen ist am Mittwoch über der Iberischen Halbinsel niedergegangen. Sowohl in Portugal als auch in Spanien galt wegen des Sturmtiefs ""Leonardo"" erhöhte Alarmbereitschaft, im Süden Spaniens wurden mehr als 3000 Menschen evakuiert. Zude…","“Extraordinary” heavy rain: thousands of people evacuated in Spain. “Extraordinary” heavy rain fell on the Iberian Peninsula on Wednesday. In both Portugal and Spain there was a heightened state of alert due to the storm ""Leonardo"", and more than 3,000 people were evacuated in the south of Spain. Also…","Imbribus extraordinariis: milia hominum in Hispania excessere. ""Extraordinaria"" pluvia in paeninsulam Hibericam die Mercurii cecidit. In utraque Lusitania et Hispania auctior status tempestatis ""Leonardo"" erat, et plus quam triginta millia hominum in Hispaniam australi decesserunt. Etiam…",2026-02-06 15:11:12+00:00
e960b4149b9cea48f8d95e533f85c5cd,2026-02-04T13:27:28Z,'Starkregen',orf.at,de,0.9,Starkregen und Sturm in Spanien und Portugal,,https://orf.at/stories/3419198/,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,http://web.archive.org/web/20260204135314/https://orf.at/stories/3419198/,"Das Atlantiktief Leonardo sorgt mit Starkregen und stürmischen Winden für chaotische Verhältnisse im Süden Spaniens und Portugals.
Im spanischen Andalusien mussten wegen Überschwemmungen rund 3.000 … [+1105 chars]",,Starkregen und Sturm in Spanien und Portugal. None,Heavy rain and storms in Spain and Portugal. None,In Hispania et Portugallia pluviae et procellae graves sunt. Nullus,2026-02-06 15:11:12+00:00
8d207a872cbf7f6d0d82c7fbb1143610,2026-02-04T21:10:29Z,'Unwetter Regen',www.n-tv.de,de,0.9,Retter im Dauereinsatz: Ein Toter nach heftigem Starkregen in Portugal,"Sturmtief ""Leonardo"" wütet über weiten Teilen Spaniens und Portugals. Neben starken Regenfällen ist sogar Schnee möglich. In den Unwettergebieten werden Tausende Menschen evakuiert, ein Autofahrer stirbt in den Fluten.",https://www.n-tv.de/panorama/Ein-Toter-nach-heftigem-Starkregen-in-Portugal-id30325688.html,https://www.n-tv.de/img/30325707/1770240434/Img_16_9/1200/A-submerged-car-is-pictured-in-a-flooded-street-of-Alcacer-do-Sal-south-of-Portugal-during-Leonardo-storm-on-February-4-2026-The-Iberian-peninsula-on-February-4-2026-braced-for-a-violent-storm-with-southern-Spain-shutting-schools-and-Portugal-placed-on-fresh-alert-after-severe-weather-killed-five-people-last-week.jpg,http://web.archive.org/web/20260204223545/https://www.n-tv.de/panorama/Ein-Toter-nach-heftigem-Starkregen-in-Portugal-id30325688.html,"Ein etwa 60-jähriger Mann will mit seinem Auto durch überflutetes Gebiet fahren - er stirbt dabei. (Foto: AFP/Patricia de Melo Moreira)
Sturmtief ""Leonardo"" wütet über weiten Teilen Spaniens und Por… [+3299 chars]",,"Retter im Dauereinsatz: Ein Toter nach heftigem Starkregen in Portugal. Sturmtief ""Leonardo"" wütet über weiten Teilen Spaniens und Portugals. Neben starken Regenfällen ist sogar Schnee möglich. In den Unwettergebieten werden Tausende Menschen evakuiert, ein Autofahrer stirbt in den Fluten.","Rescuers in constant use: One dead after heavy rain in Portugal. Storm “Leonardo” is raging across large parts of Spain and Portugal. In addition to heavy rain, even snow is possible. Thousands of people are evacuated in the storm areas and a driver dies in the floods.","Evocatorum in constantem usum: Post pluviam in Lusitania mortuus unus. Tempestas ""Leonardo"" per magnas Hispaniae et Portugalliae partes saevit. Praeter imbres, etiam nivis fieri potest. Milia hominum in tempestatibus evacuentur et in diluviis agitator moritur.",2026-02-06 15:11:12+00:00
9b752770e2595158e87a81c8265bdbde,2026-02-05T06:35:20Z,'Starkregen',www.tagesschau.de,de,0.9,Unwetter in Spanien und Portugal verursacht Überschwemmungen,Außergewöhnlicher Starkregen ist über den Süden Spaniens und Portugals niedergegangen. In Spanien gilt weiter erhöhte Alarmbereitschaft. Das Sturmtief könnte nun in Richtung Mallorca ziehen.,https://www.tagesschau.de/ausland/europa/spanien-portugal-unwetter-100.html,https://images.tagesschau.de/image/d622752b-edee-40bf-8bd9-c4b00b734d78/AAABnCxLrtM/AAABmyZE0EA/16x9-big/unwetter-portugal-102.jpg?width=1280,http://web.archive.org/web/20260205121453/https://www.tagesschau.de/ausland/europa/spanien-portugal-unwetter-100.html,"Stand: 05.02.2026 07:35 Uhr
Außergewöhnlicher Starkregen ist über den Süden Spaniens und Portugals niedergegangen. In Spanien gilt weiter erhöhte Alarmbereitschaft. Das Sturmtief könnte nun in Richt… [+1408 chars]",,Unwetter in Spanien und Portugal verursacht Überschwemmungen. Außergewöhnlicher Starkregen ist über den Süden Spaniens und Portugals niedergegangen. In Spanien gilt weiter erhöhte Alarmbereitschaft. Das Sturmtief könnte nun in Richtung Mallorca ziehen.,Storms in Spain and Portugal cause floods. Exceptional heavy rain has fallen across the south of Spain and Portugal. There is still a heightened state of alert in Spain. The storm could now move towards Mallorca.,Tempestates in Hispania et Portugallia inundationes causant. Pluviae eximiae trans Hispaniam et Portugalliam meridionalem ceciderunt. Status adhuc in Hispania augebat. Tempestas iam versus Mallorcam movere potuit.,2026-02-06 15:11:12+00:00
65d7d260ecbccfa6d454a139b2e9f558,2026-02-05T10:11:21Z,'Starkregen',www.tagesschau.de,de,0.9,Überschwemmungen in Marokko: Hunderttausende fliehen,"Seit gut einer Woche hat der Nordwesten Marokkos mit Überflutungen zu kämpfen. Ganze Ortschaften werden zwangsevakuiert, viele Menschen müssen in Zeltlagern ausharren. Und ein Ende des Starkregen ist noch nicht in Sicht. Von Stefan Ehlert.",https://www.tagesschau.de/ausland/afrika/marokko-unwetter-100.html,https://images.tagesschau.de/image/30c04ab6-6ac4-4344-8073-25ec4449cd64/AAABnC1I8bM/AAABmyZE0EA/16x9-big/marokko-ueberschwemmungen-100.jpg?width=1280,http://web.archive.org/web/20260205195304/https://www.tagesschau.de/ausland/afrika/marokko-unwetter-100.html,"Stand: 05.02.2026 11:11 Uhr
Seit gut einer Woche hat der Nordwesten Marokkos mit Überflutungen zu kämpfen. Ganze Ortschaften werden zwangsevakuiert, viele Menschen müssen in Zeltlagern ausharren. Un… [+2976 chars]",,"Überschwemmungen in Marokko: Hunderttausende fliehen. Seit gut einer Woche hat der Nordwesten Marokkos mit Überflutungen zu kämpfen. Ganze Ortschaften werden zwangsevakuiert, viele Menschen müssen in Zeltlagern ausharren. Und ein Ende des Starkregen ist noch nicht in Sicht. Von Stefan Ehlert.","Floods in Morocco: Hundreds of thousands flee. The northwest of Morocco has been struggling with flooding for a good week. Entire towns are forcibly evacuated, and many people have to endure in tent camps. And there is still no end to the heavy rain in sight. By Stefan Ehlert.","Flumina in Mauritania: Centum millia fuge. Septentrionalis Mauritaniae bonam hebdomadam cum inundatione molitus est. Tota oppida vi deduntur, et multi in castris tentoriis durant. Et adhuc finis pluviae gravis est. Apud Stephanum Ehlert.",2026-02-06 15:11:12+00:00
7b0967f29c322ce1374c00fd0bf0a3e3,2026-02-05T17:53:55Z,'Hochwasser Starkregen',www.stern.de,de,0.9,Unwetter in Südeuropa: Sturmtief setzt Teil Südspaniens und Portugals unter Wasser,"Lissabon - Das Sturmtief «Leonardo» hat in Portugal und Südspanien mit Starkregen und Orkanböen für Überschwemmungen, Erdrutsche und erhebliche Schäden",https://www.stern.de/panorama/unwetter-in-suedeuropa--sturmtief-setzt-teil-suedspaniens-und-portugals-unter-wasser-37108722.html,https://image.stern.de/37111464/t/SG/v1/w1440/r1.7778/-/05--4jkgownltjv15axs2048jpeg---06a5c291bcb21c7a.jpg,http://web.archive.org/web/20260206053241/https://www.stern.de/panorama/unwetter-in-suedeuropa--sturmtief-setzt-teil-suedspaniens-und-portugals-unter-wasser-37108722.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Flüsse reißen Menschen mit, eine Kleinstadt muss komplett evakuiert werden das Sturmtief ""Leonardo"" wütet in Südspanien und Portugal.
Das Sturmt… [+2128 chars]",,"Unwetter in Südeuropa: Sturmtief setzt Teil Südspaniens und Portugals unter Wasser. Lissabon - Das Sturmtief «Leonardo» hat in Portugal und Südspanien mit Starkregen und Orkanböen für Überschwemmungen, Erdrutsche und erhebliche Schäden","Storm in southern Europe: Storm floods parts of southern Spain and Portugal. Lisbon - The storm “Leonardo” caused floods, landslides and significant damage in Portugal and southern Spain with heavy rain and hurricane force winds","Tempestas in Europa australi: Tempestas inundat partes Hispaniae meridionalis et Portugalliae. Lisbon - Procella ""Leonardo"" inundationes, proruit et damnum significantes in Portugallia et Hispania meridionali cum gravibus pluviis et vi ventorum tempestatum effecit.",2026-02-07 08:59:15+00:00
b3c71168957b06431e7cd9bc37c0dbc5,2026-02-05T04:00:16Z,'Unwettergefahr',www.zeit.de,de,0.1,Winterwetter: DWD rät zur Vorsicht: Unwettergefahr durch Glätte im Osten,Hier finden Sie Informationen zu dem Thema „Winterwetter“. Lesen Sie jetzt „DWD rät zur Vorsicht: Unwettergefahr durch Glätte im Osten“.,https://www.zeit.de/news/2026-02/05/dwd-raet-zur-vorsicht-unwettergefahr-durch-glaette-im-osten,https://img.zeit.de/news/2026-02/05/dwd-raet-zur-vorsicht-unwettergefahr-durch-glaette-im-osten-image-group/wide__1300x731,http://web.archive.org/web/20260205043703/https://www.zeit.de/news/2026-02/05/dwd-raet-zur-vorsicht-unwettergefahr-durch-glaette-im-osten,Nach reichlich Schnee und Glätte in mehreren Bundesländern müssen sich am Donnerstag besonders die Menschen im Osten Deutschlands auf glatte Wege und Straßen einstellen. Der Deutsche Wetterdienst erw… [+2819 chars],,Winterwetter: DWD rät zur Vorsicht: Unwettergefahr durch Glätte im Osten. Hier finden Sie Informationen zu dem Thema „Winterwetter“. Lesen Sie jetzt „DWD rät zur Vorsicht: Unwettergefahr durch Glätte im Osten“.,Winter weather: DWD advises caution: risk of severe weather due to slippery conditions in the east. Here you will find information on the topic of “winter weather”. Now read “DWD advises caution: risk of severe weather due to slippery conditions in the east”.,"Tempestas hiemalis: DWD cautelam monet: periculum gravis tempestatis ob lubricas condiciones in oriente. Hic informationes invenies in argumento ""tempestatis hiemalis"". Nunc lege ""DWD cautionem praemonet: periculum gravis tempestatis ob lubricas condiciones in oriente"".",2026-02-08 05:15:27+00:00
